Ten,Dia chi,Loai,So dien thoai,Hinh anh,Link Anh Goc,Gioi thieu,Website,Lat,Lng,Tu khoa goc
Đội Thuế Quận Tân Bình,"450 Đ. Trường Chinh, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Cục thuế,+84 28 3812 6812,downloaded_images\45da435a2fb19232f12d8a357756e3d0.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy0kL0PFIMlxw-3UMI2HFexBMClOj9qsw3xfpZ1FzXbB8NajYVfUcJfp1kToVqaQKq1P5p5OTtT8gkijmJenq2S5R37OAgQiVZVkM3geAAmU57i1_oG9r9k0mSjruEzhSzOUsJs=w122-h92-k-no,Không có,Không có,10.8006579,106.63906279999999,Cơ quan hành chính Quận Bình Tân
Thuế cơ sở 9 Tp.Hồ Chí Minh,"528 Đ. Kinh Dương Vương, An Lạc, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng thuế,Không có,downloaded_images\08b0be8f30220aa8e9938340dafee7db.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwbzljr4wSz6dOdiez4RG1RwylJgQ2ssTe4qTyRWR3XCbPm6uA1eVzXc-EBZgJ4DgQIQTyy_F2RWqLPHXuvsliM9epQMkLYayoEuegXtARnJ4GkP4Dss7_IW6-eF6KsS6MBFJ5jWA=w128-h92-k-no,Không có,https://chicucthuebinhtan.vn/,10.7359256,106.6132071,Cơ quan hành chính Quận Bình Tân
Bình Tân,"Thành phố Hồ Chí Minh, Việt Nam",,Không có,downloaded_images\4f90236b7eb6f613ec5362a3672a0999.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzyZmHBXI8OlDkC6ypcmtME14fIfx3osB6ccVOLBUvGKUL-r8r2iEEMrl0C1EypCNuoATU7kjJCC5fCeGQxoKLILZRp06yL5s6mORHywygXEEMtB8qqr3e1ORYOLfR9e0To6L3B=w80-h106-k-no,Không có,Không có,10.762313899999999,106.5937658,Cơ quan hành chính Quận Bình Tân
Bảo Hiểm Xã Hội Quận Tân Bình,"300 Nguyễn Trọng Tuyển, Phường 1, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Cơ quan an sinh xã hội,+84 28 3997 4036,downloaded_images\306a3475b987fc8b220aed27a47ffe81.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvwoZ6Pwl-GdJkdPv5GAznI7hKImC3y-8lOH1YIRrBUz4FDsfj9jMzCNnIdelk-e0-QljgmOo9VT-cT29nFNNcYR7geDWxOay9WN6qFhRz02n7JXmzwHvBnJwsuHfr1gQEpcRbMg=w138-h92-k-no,Không có,https://tphcm.baohiemxahoi.gov.vn/gioithieu/Pages/bhxh-quan-huyen.aspx?CateID=258&ItemID=11132,10.798389,106.6685569,Cơ quan hành chính Quận Bình Tân
Chi cục Văn thư - Lưu trữ TP Hồ Chí Minh,"951 QL1, Khánh Hậu, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính phủ,+84 28 3759 3199,downloaded_images\33cfef752ed47b4f8a7ad4a0cdabc7e6.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzsddhNfmZiHlNCbCPOTPuXKAjX-WOEYG1ZYHU50KRljigKL2srWpKnyR4KfDsjqC0qzUT7V6GOeCgPB7XdJZ3BbT8nKp3wOpcM3qMWQvtKrAXgPz9HnzsZ_o2isl923vZsCYW4=w80-h104-k-no,Không có,http://ccvtlt.sonoivu.hochiminhcity.gov.vn/public/viewlichhop/lich-hop-01-2.html,10.718672699999999,106.60187529999999,Cơ quan hành chính Quận Bình Tân
Công an phường Bình Trị Đông,"276/66, Tân Hòa Đông, Bình Trị Đông, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",Cảnh sát dân sự,+84 28 3751 6580,downloaded_images\363fe886229b5eb5a434a03448e66828.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzoFwTiVlmEyeud3VOZTc_0DWmPb6lyP65yLgMNl8LabniTbgNfZXc8dGo6GiXVh9yYEdkZg8u6xfu1c_gHvdmQh_9I90A7HJiOvEI8XYz8kNjZkXiBmbXxSwY2Fj6aB7I7ARU=w122-h92-k-no,Không có,Không có,10.7640082,106.62237929999999,Bản đồ Ủy ban nhân dân Bình Tân
Công An Phường An Lạc A,"1 Đường số 7B, An Lạc A, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính phủ,+84 28 3667 0175,downloaded_images\cebd60f4aa0cbfadb5e123123a394041.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHPGscIB7sL9usF9Jo5vMuKazJVPCvcc12JwfDZNv1YnJTdaG_d2xJDDv6im0e0W2ilNVBmKP0vV4Y0GZuOdRxXnAcqglRiqOgG6H9WkkfoU7omgpclMgDrA4x_xmM9W5UQRod=w80-h177-k-no,Không có,https://map.coccoc.com/map/3466089915768930,10.7507211,106.622517,Bản đồ Ủy ban nhân dân Bình Tân
Bình Trị Đông,"Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,Không có,Không có,,Không có,Không có,10.763908599999999,106.6143944,Bản đồ Ủy ban nhân dân Bình Tân
Đình Bình Trị Đông,"2 Lê Đình Cẩn, Bình Trị Đông B, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",Nơi thờ cúng,Không có,downloaded_images\54ca53022132418cdbc9813f6f36d013.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxX2LQzfxyGL6KpRWvoRmr5m9JmYDvh6DykQWp4zCoiM4IZU7FZgbEdHiH8WH8CGxypJVK8q0CAmZdaIeYMYjvIl9zywm_YDqoM3UshvM4ngZ07rAXokUuftWkpcjcJU9jD7lGdMw=w122-h92-k-no,Không có,Không có,10.758078399999999,106.6061498,Bản đồ Ủy ban nhân dân Bình Tân
Bệnh viện Gia An 115,"5 Đường Số 17A, Khu phố 11, Bình Tân, Thành phố Hồ Chí Minh 70000, Việt Nam",Bệnh viện,+84 28 6288 5886,downloaded_images\baa34dd32400eb57241077d3929ecb26.jpg,https://lh3.googleusercontent.com/p/AF1QipOLAaNkTIemsZyIAFbT6aXgSmaqQOEIvvYt_klO=w163-h92-k-no,Không có,https://giaan115.com/,10.7405981,106.60719189999999,Các bệnh viện ở Quận Bình Tân
CSGT Tân Túc,"3 QL1A, Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính phủ,Không có,downloaded_images\5cc904c308f67728021bf5bad3c158b4.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwEsaWODQ2qh5Bu9wU3kcIuxuwnCmZ3L7q2wNqzD4V5xoq2mfFkFazWxD6O4upD8ukFMT3rdI6xZPPNqmERe4Y-J2KEaFKJrfdSbLkHxMKUtZpO8BggitngEBGhAk0psi-YHVvzBA=w204-h92-k-no,Không có,Không có,10.6743658,106.58114189999999,"Đội Cảnh sát giao thông ở Bình Tân, TPHCM"
Công An phường Bình Thạnh mới,"207a Đ. Nguyễn Xí, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính phủ,Không có,downloaded_images\37cf5b4ff9cd058c18cd944f1ad91bbf.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz9zfhcmwOETv3xAkEiA6SUdpcjSirBlanZvJDsuKvFcUBs4AE8l-724p7rpauujlgNdvZ2ZyaZa4Bjzw3TdJtGqb_CuuNRRgAqFLt7PJdikI9qo4RHBwB2lTVq3LYy6BxGWCbd82xBxQAz=w204-h92-k-no,Không có,Không có,10.8164529,106.706493,Công an Bình Thạnh
Công an Phường 26,"77/27 QL13, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Cảnh sát dân sự,+84 838 996 813,downloaded_images\5668756ebe4ab021f0bb5009bc8b7183.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZMY3ouwaWk3bGgsIb3L3vsXHt0ccsd-0Bk0CNLDvPcWSs-QUEMWZ5wiwh7-Jxq3cZ6uCT82BZIIitZiB3PoAKYsrWpSo3UOkozOHFyXwA3hWw7dtF9gAgEDiKPbtloYqMzGetWg=w80-h106-k-no,Không có,Không có,10.8150176,106.71268429999999,Công an Bình Thạnh
Công an phường 14,"156 Lê Quang Định, Phường 14, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,+84 28 3841 2218,Không có,,Không có,Không có,10.806581399999999,106.69700089999999,Đồn Công an Quận Bình Thạnh
Công An phường 13,"RP93+V22, Nơ Trang Long, Phường 13, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,+84 28 3553 3397,Không có,,Không có,Không có,10.819643899999999,106.7025256,Đồn Công an Quận Bình Thạnh
Công An Phường 15,"22/5 Đinh Bộ Lĩnh, Phường 2, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,+84 28 3899 3854,downloaded_images\984232a9de2cacd2e233cad92f0fb52c.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6pFT2130eJr9CC6HQm8lvw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=282.08862&pitch=0&thumbfov=100,Không có,Không có,10.8016765,106.7091631,Đồn Công an Quận Bình Thạnh
Đội Cảnh Sát Điều Tra Tội Phạm Về Ma Túy Công An Quận Bình Thạnh,"20 Phan Đăng Lưu, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,Không có,Không có,,Không có,Không có,10.8035278,106.6908677,Đồn Công an Quận Bình Thạnh
UBND Quận Bình Thạnh - 3 Phan Đăng Lưu,"phường 1, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Trạm xe buýt,Không có,downloaded_images\c5ec247313d2d247a37d7a9c97992939.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzcLY6oUwBfS_-XuDPOH2CQWi2fQy87I0LKv6715xwzvxmh2BtMNdkSzAj4qX_QC3x0WoQZHZtc3X3I2xDvMpBTsi_Ev3BvfJaU8FP2QHJm7pqu9z53uotQO05uP-8_a1gciDU=w80-h106-k-no,Không có,Không có,10.8026141,106.69536029999999,UBND Quận Bình Thạnh TPHCM
UBND Quận Bình Thạnh - 6-8 - Phan Đăng Lưu - Phường 14,"phường 14, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Trạm xe buýt,Không có,downloaded_images\d89766fd1d15007d8ed75ca275f32120.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwBSNlRe6XbnTmylnA3REm-wRh8fAtBuS9yZPAzYTu_IhZLwacxzviKdm0KFhxexnX-AXLOHgxoJf60CfolCHIaZA_H_ivHG1mh7PMLh83ikbbVE5edZjxSU0u6en0ciftGbgkMqQ=w80-h106-k-no,Không có,Không có,10.8028239,106.69583449999999,UBND Quận Bình Thạnh TPHCM
Thành ủy Thành phố Hồ Chí Minh,"127 Trương Định, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh 70111, Việt Nam",Đảng phái chính trị,+84 28 3824 9338,downloaded_images\b56644f8fe21594c2f1eb6c8999a70d5.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxR58hnCJRqtpBuxvL5GYgO946_W1zdqTqaigO1-gpeWC-jhzXUdkG0w322T5h2vqQobPmLAGHtSh5UxMzFhaF84cRnhi60W0rMqOHsIeUaYrLl5b5zczlA3m4iiRerOKcm8LOl=w122-h92-k-no,Không có,https://www.hcmcpv.org.vn/,10.7812181,106.684421,Bản đồ Ủy ban nhân dân Quận Bình Thạnh
Ban Chỉ huy Quân sự Quận Bình Thạnh,"11b Phan Đăng Lưu, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Hội trường quân sự,Không có,downloaded_images\4640aad02fd81ca818e76bbe324191b8.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwKYxN3e9G8kRJX8UiD6YFKY5qKIavm3hczb4E1Z-CL56k_GgQgxUDp9ri7rzUgdq5B9Xj8Mz1pDmdJkPEkZoCpUDkUevvLIrD6P3R3wqTcu3QJBu9Oxnyreh2Jr4SueuJaMZlVgN82KX0Y=w122-h92-k-no,Không có,Không có,10.803883899999999,106.68537459999999,Bản đồ Ủy ban nhân dân Quận Bình Thạnh
UBND Phường 28 Quận Bình Thạnh - 1075 Bình Quới,"phường 28, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Trạm xe buýt,Không có,downloaded_images\d150add4ed332e12ad930dfe82c7ee79.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gFPTfNFoBN6V2ibQCRQusw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=15.890778&pitch=0&thumbfov=100,Không có,Không có,10.8241587,106.7330188,Bản đồ Ủy ban nhân dân Quận Bình Thạnh
UBND Phường Gia Định,"134 Đ. Lê Văn Duyệt, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,Không có,downloaded_images\bd8d7786f09f524aa07abf5feeb0eea6.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzucurjScWgFLb-DhzvRS4BiMzVpQ-Uo1v3vRfejWB_b1VUFgYqNKY8eHAMiEXv9y5Yd0-zJ0TGy6lQRo5OqyPZfvsl2hiX-lpzoddDCVStvhCZHvwDQPpMCAiv7gxEzpucXo5UCk5zzmI6=w122-h92-k-no,Không có,Không có,10.7987834,106.69647499999999,Bản đồ Ủy ban nhân dân Quận Bình Thạnh
Bệnh viện Bình Thạnh cơ sở 2,"52 Nguyễn Văn Lạc, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3899 6442,downloaded_images\8841087a6d77834c1799176d1b801286.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwFhwz1sFJcoagIASbZSjJ1R8M9xV7LX5Ckh3tvhupLlz_EpyW7LVUU8Uu0mKmaTDPOkpWvvJLiT14w3WuPz8mxQKaQ7_bkhu5QsKtx4CYtN_RTcNgWfwumWAA8VO6hOogwWH1x=w122-h92-k-no,Không có,http://bvbinhthanh.org.vn/,10.793657,106.7092036,Bệnh viện Bình Thạnh
Bệnh Viện Sante,"11A Đinh Bộ Lĩnh, Phường, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện,+84 28 2200 8686,downloaded_images\9c4c96a4888e0167682f975707d80702.jpg,https://lh3.googleusercontent.com/p/AF1QipPwq0gTdtE_q9tpxGy9wnGgWc7CC8sa8uvRTGP3=w157-h92-k-no,Không có,https://benhviensante.com/,10.804001999999999,106.7092495,Các bệnh viện ở Bình Thạnh
Bệnh viện Ung bướu TP. HCM,"47 Nguyễn Huy Lượng, Phường 14, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3843 3022,downloaded_images\8e574aef0d0281a8f2fbbeae3225140b.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwYn-A5nFjTNIX0R-19j3M7LMwrKtQACMs3bmucys-DMuUMkpYGVPyus7AuCZPYOxNkOEqV7b5Wqs2F_eG2JHQZy4j1TJb2YoeuZ43R3482bM_Ib2h4iyaYohFF18JzW2SWknv56Q=w122-h92-k-no,Không có,https://benhvienungbuou.vn/,10.8049868,106.6943584,Các bệnh viện ở Bình Thạnh
Khu khám Đa Khoa và Cấp Cứu - Bệnh Viện Nhân Dân Gia Định,"10A Phan Đăng Lưu, Phường 7, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Khoa của bệnh viện,Không có,downloaded_images\69a25e2e4d1c48e8bc233e7cf8697e44.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwU9hVi8bAXBxzflVpp3q6vZcwiihQpMwEQ6H6_swWgtLsqjfQO4LnaO40W2J4X4KC-vC8h8WemMu83mD2NS1RlKLiGijyuHKcKN3dqPfaXeOUFxAXXzLzm-kuEtjtpXISEeDFc=w163-h92-k-no,Không có,Không có,10.8032456,106.6941008,Các bệnh viện ở Bình Thạnh
Đội Đăng Kiểm Quản Lý Phương Tiện Giao Thông Cơ Giới,"282 Nơ Trang Long, Phường 12, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Sở xe gắn máy,+84 28 3843 2444,downloaded_images\434c2d4d7a72031117fc34b2b0db8d47.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxEvFRH43vu1obbcvRDdqZQUmzH35SeSNd_Y-b1p_IZC_HjVLaA2ju3Q4qKEwTAHtG9vqkrNTWVq4h2jg3UGljcowiTxPXG7yDzZ5RnRKyGMoDsfQyIISpDg7_DTdUbbpFDJ6CJnJf8Ayc8=w80-h106-k-no,Không có,Không có,10.8146547,106.69797129999999,Đội CSGT Bình Thạnh bản đồ
"Công an Phường 1, Gò Vấp","467 Lê Quang Định, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Việt Nam",Cảnh sát dân sự,+84 28 3894 1138,Không có,,Không có,Không có,10.816531999999999,106.688408,Công an phường Gò Vấp
Công An Phường 10 Quận Gò Vấp,"22 Đ. Quang Trung, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh 727000, Việt Nam",Đồn cảnh sát,+84 28 3894 2596,downloaded_images\21bb370c5c2eccd10865c2a262394d66.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwVd3tJ3yQwRSmEks6t49wWqbWrlq9d9ei5rou-8SP34sZP46MWlISiG5uvU67WkecUs1trpBpc5HPCHFQrGVOXaXoY1Ulprg6Dey0ujzdNN0Yp6GfTKk2yqW_UHweKh7Xk45aA3A=w163-h92-k-no,Không có,Không có,10.8271272,106.67851139999999,Công an phường Gò Vấp
Công an Phường Gò Vấp ( Trụ sở chính) CA TP.HCM,"525/1/8 Đ. Quang Trung, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính phủ,Không có,downloaded_images\0a0520da1b0c0e2af9bf5c01f1554c74.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMXVUs_VKautzZWf_yyHxn_1zHEpCKQHp9xvEzeVwXh6CjobAY6c-dDbmizhwZT4bTt-Gixr5-kBa4NYmJMJdEKLNfJIa_jgoQMPAHemt0YT8PKT3p28hpdShB9661Dy3UMoO7p9btW9U=w80-h106-k-no,Không có,Không có,10.8325681,106.6656893,Công an phường Gò Vấp
Công An Phường 12 Quận Gò Vấp,"877 Đ. Quang Trung, Phường 14, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,+84 28 3894 6073,downloaded_images\2a93fad779cb9b112527438db380bab8.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwpfLNZ7POXZ_Oa-Zo0kI4Ria9hm8Yapi5S6gwCPcViIjv7QuLDDp4tUr62OffMJ0NOLyOnIDrIo0ukFumxhmSRP70wPvYByebBxm2v4dB024acfcXtapW-ccEVFv0i9yp44-JCxA=w163-h92-k-no,Không có,Không có,10.844101499999999,106.64022209999999,Công an phường Gò Vấp
Công An Phường 17,"71 Đ. Nguyễn Văn Lượng, Phường 17, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Cảnh sát dân sự,+84 28 3894 1566,Không có,,Không có,Không có,10.8379672,106.67921179999999,Công an phường Gò Vấp
Công An phường Hạnh Thông,"501 Lê Quang Định, phường hạnhthông, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính phủ,Không có,downloaded_images\3bae001bfd103351f52eb76df19f6841.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzoRMnzOPq-7YfqQpXXEuqnsX7KkxFn9JQoqYxvfhjATr5hSnDnkW_cZ-Hqw-n3qORBTXXwjawqwsKb5994DE8bZ4yeftI6WReC_rWE_aHjcMNPH_BfHmRgNRkGejOwdzp7TwP6fQFwXZSS=w140-h92-k-no,Không có,Không có,10.817364399999999,106.6888601,Công an phường Gò Vấp
Công An Phường 13 Quận Gò Vấp,"1135 Đ. Lê Đức Thọ, Phường 5, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,Không có,Không có,,Không có,Không có,10.834278999999999,106.68196499999999,Công an phường Gò Vấp
Công an Phường 15 quận Gò Vấp,"RMX8+X2X, Đ. Thống Nhất, Phường 15, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Sở cảnh sát,+84 28 3894 2996,downloaded_images\050b4ce12a315bd91f897e0e86e08ea7.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxP4nkcL8dLIVANTNHaF6sfLo87uxbkpBSztioA1-QcPxA6vff1K1phyTGQKoa5NRi4AWSzg4uQVCbBj99xOBMo66psQR6ER_CZY_8Pq8OTkIt9ic3azdpl5_R0wp0M9nng_3sZ=w80-h106-k-no,Không có,Không có,10.8499924,106.66510849999999,Công an phường Gò Vấp
Công An Phường 6 Quận Gò Vấp,"366 Đ. Lê Đức Thọ, Phường 17, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,+84 28 3984 2996,downloaded_images\46935cfeaa282dce9b20b0b528d55896.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzTjZy3yP5ef_ZhnKiEapZTsn5VhH5wglWt1GwhO4J8iJdFrUUqiJK7VdPEeZ3HSAm9a37wj87uswr9C621PRscfjFEK6OOOvXBLkGfe91fqhq8nE06V4OTHbt4URabU2SZCcuPug=w80-h92-k-no-pi-10-ya80-ro-0-fo100,Không có,http://www.phuong6govap.gov.vn/an-ninh-trat-tu-253.html,10.8411403,106.6782983,Công an phường Gò Vấp
Công an phường 14 Quận Gò Vấp,"397 Phan Huy Ích, Phường 14, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng công ty,+84 28 3947 0212,downloaded_images\1f1de0335a1ae404447d4775f23aec53.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBoRswElXf3b8bhM3aOmqSaAZ_wtIuwaO4RJWbrqH7qRBF32ueOH2hjqMjgb-8u2s7kswxHeuN-nvj6Pa0s-Scr1ugTrQgiG52eb0CcsJgAiJxVYATWFJvkhpxYl-hqMjK-QG3=w122-h92-k-no,Không có,Không có,10.8424705,106.6381682,Công an phường Gò Vấp
CÔNG AN PHƯỜNG AN NHƠN,"394 Đ. Nguyễn Thái Sơn, Phường 5, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính phủ,Không có,Không có,,Không có,Không có,10.8250396,106.68800829999999,Công an phường Gò Vấp
"Công an phường 11, quận Gò Vấp","254 Đ. Lê Văn Thọ, Phường 11, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính phủ,+84 28 3589 9744,downloaded_images\d8d5ef2e63ef33c9320996deeadc37f1.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CiDtu4H1zV_zDM7nZHqwvA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=176.06055&pitch=0&thumbfov=100,Không có,Không có,10.8438473,106.6580769,Công an phường Gò Vấp
Công An Phường Thông Tây Hội,"9 Đ. số 3, Phường 8, Gò Vấp, Thành phố Hồ Chí Minh 71400, Việt Nam",Cảnh sát dân sự,+84 28 3589 9744,downloaded_images\fd8be47c4b3495d07b8eebba17ca5914.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzSSPGwmHxGdMnXWOIfUSoKYzYRfMTyEctf47mS1h7A31Aoq5Y_LaUiL1Nem6N5ZisNsrsOgQeBdg9cVksyfMgMB4N41taZMa6IUq-AALrzvn5oy6D62vzLOymofOmaNYf97yqn=w80-h106-k-no,Không có,Không có,10.8444878,106.6504968,Công an phường Gò Vấp
Công an phường 14,"1163 Đ. Lê Đức Thọ, Phường 15, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,+84 28 3894 3138,Không có,,Không có,Không có,10.853662,106.65781249999999,Công an phường Gò Vấp
Bệnh viện quân y 175,"80-90 Đ. Nguyễn Thái Sơn, Phường 3, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện quân đội,Không có,downloaded_images\e1794ff21670ea6bbd51846981a4bfea.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrR6uNXJqiFwPOPQY455sQN_j87WFdlh5z04TCdhIvMan79fXw-x67fYH1uD3F-MQi2UhQcRn0Q2eABCrigCkTevJAIWnijSNgR-bDvU7lKGZYbfXaGZ0ZQT8Mm0PUSo5SlX3K68_J6Htd=w138-h92-k-no,Không có,Không có,10.8164482,106.6799163,Bệnh viện ở Gò Vấp
Phòng Khám Đa Khoa Nguyễn Thái Sơn,"Đ. Nguyễn Thái Sơn/201 Đ. Hạnh Thông, phường, Gò Vấp, Thành phố Hồ Chí Minh 71407, Việt Nam",Phòng khám,Không có,downloaded_images\671592a5c3287f33c4b8b6631dede375.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzHb7S1GQgmhYxWLs-lS2AqUUNHoUGOmwQlUq7cjJ9-TtUHwzy7E0pGwfMzN6JjqC6BthOaVQv3KMYIfffKknGJxFNpiYY3z3T7bIOhmADePris0sWgBcLPJx12fWyGl3fXYhHe=w80-h106-k-no,Không có,http://pkdknguyenthaison.com/,10.825510699999999,106.6867537,Bệnh viện ở Gò Vấp
Bệnh viện Phụ sản Gò Vấp,"1 Nguyễn Oanh, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 6681 8693,downloaded_images\c5fda812f9d4921b0dc7edcd5958e249.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwj6hC23g4hkpvfXomPPEANb_nMsrwwPcsj1Aeo0dnA4DctS_rJOzKUeshLmSbS7DYj9ghhnXqRH8dETf6Ix4LVEB7zAaNtOZnv3CysDlOdDQrgE3Nzhzhac4a5WM19q7PQCFeKOQ=w80-h106-k-no,Không có,Không có,10.8268808,106.6794377,Bệnh viện ở Gò Vấp
Bệnh Viện Nhân Sinh,"180 Phan Huy Ích, Phường 15, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện đa khoa,Không có,downloaded_images\44a74c72e450d97f5fbc830216d52a19.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwAAlTxkiVzJtNkgO1vSt3-JvlGQq6397RCntg7E7PAtjsPRg7ovFad_b_NSQtwbnaYxwMnh6IQgjLexG9RZXRkZxd82xm6Yy2Q5qay6J9XoIvEajfnX74Rbq6TTDxukqdIm0wP=w122-h92-k-no,Không có,Không có,10.826097299999999,106.6311144,Bệnh viện ở Gò Vấp
Trạm gác CSGT,"RM9R+M5R, Đ. Nguyên Hồng, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",['Cảnh sát dân sự'],Không có,Không có,,Không có,Không có,10.8192395,106.69038069999999,CSGT Gò Vấp TPHCM
Phòng Cảnh Sát Giao Thông Đường Thủy,"144 Lê Thị Hồng Gấm, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Trạm cảnh sát biển,Không có,downloaded_images\245e2ca5711d39edbfad32515f385c87.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxijdvfvp0buJ5ztqHNhQRuy8tNnnSGXTIXkTa9TXUFOkdm-V7FOxxplFCKNZHezrrTz0ZWiiT9WvCN9oeYhT1TWxxM2PqrJ-6EhGOriA9ypI_U5a1_iAUmpQnkuY9XyaUO6Q-A=w122-h92-k-no,Không có,Không có,10.768224799999999,106.6965962,Trụ sở Đội Cảnh sát giao thông Gò Vấp
